PlayerID,Name,Height,Birthday
m/millspa01,Paul Millsap,79,1985-02-10
h/harriga01,Gary Harris,76,1994-09-14
m/mccolcj01,CJ McCollum,75,1991-09-19
b/bartowi01,Will Barton,77,1991-01-6
l/lenal01,Alex Len,84,1993-06-16
h/huntede01,De'Andre Hunter,79,1997-12-2
c/capelca01,Clint Capela,82,1994-05-18
l/lopezbr01,Brook Lopez,84,1988-04-1
t/tuckepj01,P.J. Tucker,77,1985-05-5
l/looneke01,Kevon Looney,81,1996-02-6
p/pattepa01,Patrick Patterson,80,1989-03-14
r/robingl02,Glenn Robinson III,78,1994-01-8
t/theisda01,Daniel Theis,80,1992-04-4
s/siakapa01,Pascal Siakam,81,1994-04-2
a/anunoog01,OG Anunoby,79,1997-07-17
b/biyombi01,Bismack Biyombo,80,1992-08-28
r/robinmi01,Mitchell Robinson,84,1998-04-1
r/randlju01,Julius Randle,80,1994-11-29
c/crowdja01,Jae Crowder,78,1990-07-6
v/valanjo01,Jonas Valančiūnas,83,1992-05-6
b/brookdi01,Dillon Brooks,79,1996-01-22
s/satorto01,Tomáš Satoranský,79,1991-10-30
p/porteot01,Otto Porter,80,1993-06-3
m/moranja01,Ja Morant,75,1999-08-10
i/ingrabr01,Brandon Ingram,79,1997-09-2
b/brunsja01,Jalen Brunson,73,1996-08-31
b/baynear01,Aron Baynes,82,1986-12-9
o/oubreke01,Kelly Oubre Jr.,79,1995-12-9
d/dedmode01,Dewayne Dedmon,84,1989-08-12
l/lillada01,Damian Lillard,74,1990-07-15
f/foxde01,De'Aaron Fox,75,1997-12-20
h/hieldbu01,Buddy Hield,76,1992-12-17
g/greenda02,Danny Green,78,1987-06-22
m/mitchdo01,Donovan Mitchell,73,1996-09-7
b/bradlav01,Avery Bradley,74,1990-11-26
d/davisan02,Anthony Davis,82,1993-03-11
b/bledser01,Eric Bledsoe,73,1989-12-9
n/nunnke01,Kendrick Nunn,74,1995-08-3
a/antetgi01,Giannis Antetokounmpo,83,1994-12-6
w/winslju01,Justise Winslow,78,1996-03-26
h/horfoal01,Al Horford,81,1986-06-3
r/richajo01,Josh Richardson,77,1993-09-15
s/snellto01,Tony Snell,78,1991-11-10
s/simmobe01,Ben Simmons,82,1996-07-20
y/youngtr01,Trae Young,73,1998-09-19
w/williro04,Robert Williams,80,1997-10-17
h/haywago01,Gordon Hayward,79,1990-03-23
h/hardeja01,James Harden,77,1989-08-26
l/leonaka01,Kawhi Leonard,79,1991-06-29
c/chrisma01,Marquese Chriss,81,1997-07-2
j/jordade01,DeAndre Jordan,83,1988-07-21
i/irvinky01,Kyrie Irving,74,1992-03-23
c/covinro01,Robert Covington,79,1990-12-14
p/paytoel01,Elfrid Payton,75,1994-02-22
f/fraziti01,Tim Frazier,72,1990-11-1
l/lowryky01,Kyle Lowry,72,1986-03-25
c/collijo01,John Collins,81,1997-09-23
w/westbru01,Russell Westbrook,75,1988-11-12
o/okafoja01,Jahlil Okafor,82,1995-12-15
g/greendr01,Draymond Green,78,1990-03-4
l/lylestr01,Trey Lyles,81,1995-11-5
d/derozde01,DeMar DeRozan,78,1989-08-7
b/bogdabo02,Bojan Bogdanović,80,1989-04-18
b/bookede01,Devin Booker,77,1996-10-30
m/murraja01,Jamal Murray,76,1997-02-23
s/shamela01,Landry Shamet,76,1997-03-13
p/poweldw01,Dwight Powell,82,1991-07-20
o/osmande01,Cedi Osman,79,1995-04-8
n/noelne01,Nerlens Noel,82,1994-04-10
g/gilgesh01,Shai Gilgeous-Alexander,77,1998-07-12
s/smithis01,Ish Smith,72,1988-07-5
b/bongais01,Isaac Bonga,80,1999-11-8
h/houseda01,Danuel House,78,1993-06-7
h/holmeri01,Richaun Holmes,82,1993-10-15
p/pascher01,Eric Paschall,78,1996-11-4
l/leoname01,Meyers Leonard,84,1992-02-27
r/reddica01,Cam Reddish,80,1999-09-1
r/robindu01,Duncan Robinson,79,1994-04-22
h/holidjr01,Jrue Holiday,75,1990-06-12
b/beverpa01,Patrick Beverley,73,1988-07-12
f/forbebr01,Bryn Forbes,74,1993-07-23
m/murrade01,Dejounte Murray,76,1996-09-19
h/harrijo01,Joe Harris,78,1991-09-6
l/loveke01,Kevin Love,80,1988-09-7
m/middlkh01,Khris Middleton,79,1991-08-12
c/caulewi01,Willie Cauley-Stein,84,1993-08-18
r/russeda01,D'Angelo Russell,76,1996-02-23
w/whitede01,Derrick White,76,1994-07-2
m/mellini01,Nicolò Melli,81,1991-01-26
k/kennalu01,Luke Kennard,77,1996-06-24
d/dienggo01,Gorgui Dieng,82,1990-01-18
t/teaguje01,Jeff Teague,75,1988-06-10
b/bealbr01,Bradley Beal,75,1993-06-28
g/grahatr01,Treveon Graham,77,1993-10-28
t/tollian01,Anthony Tolliver,80,1985-06-1
h/hezonma01,Mario Hezonja,80,1995-02-25
b/bitadgo01,Goga Bitadze,83,1999-07-20
b/butleji01,Jimmy Butler,79,1989-09-14
g/gordoer01,Eric Gordon,75,1988-12-25
c/curryse01,Seth Curry,74,1990-08-23
c/conlemi01,Mike Conley,73,1987-10-11
b/bacondw01,Dwayne Bacon,78,1995-08-30
p/parkeja01,Jabari Parker,80,1995-03-15
b/bowmaky01,Ky Bowman,73,1997-06-16
h/harrito02,Tobias Harris,80,1992-07-15
h/harremo01,Montrezl Harrell,79,1994-01-26
b/brownja02,Jaylen Brown,78,1996-10-24
i/isaacjo01,Jonathan Isaac,83,1997-10-3
b/bjeline01,Nemanja Bjelica,82,1988-05-9
p/poolejo01,Jordan Poole,76,1999-06-19
c/culveja01,Jarrett Culver,78,1999-02-20
g/gibsota01,Taj Gibson,81,1985-06-24
m/marjabo01,Boban Marjanović,88,1988-08-15
k/klebima01,Maxi Kleber,82,1992-01-29
f/fultzma01,Markelle Fultz,75,1998-05-29
n/ntilila01,Frank Ntilikina,76,1998-07-28
b/bazemke01,Kent Bazemore,76,1989-07-1
s/smartma01,Marcus Smart,75,1994-03-6
s/sampsja02,JaKarr Sampson,79,1993-03-20
g/garlada01,Darius Garland,73,2000-01-26
j/jonesda03,Damian Jones,83,1995-06-30
f/fournev01,Evan Fournier,79,1992-10-29
l/littlna01,Nassir Little,77,2000-02-11
