PlayerID,Name,Height,Birthday
p/parkeja01,Jabari Parker,80,1995-03-15
j/johnswe01,Wesley Johnson,79,1987-07-11
o/onealro01,Royce O'Neale,76,1993-06-05
r/rosede01,Derrick Rose,74,1988-10-04
h/hardeja01,James Harden,77,1989-08-26
b/belljo01,Jordan Bell,80,1995-01-07
c/collida01,Darren Collison,72,1987-08-23
n/nancela02,Larry Nance Jr.,79,1993-01-01
h/holidju01,Justin Holiday,78,1989-04-05
i/iwundwe01,Wesley Iwundu,78,1994-12-20
r/redicjj01,J.J. Redick,75,1984-06-24
a/arcidry01,Ryan Arcidiacono,75,1994-03-26
h/holliro01,Rondae Hollis-Jefferson,78,1995-01-03
f/fergute01,Terrance Ferguson,78,1998-05-17
w/whitede01,Derrick White,76,1994-07-02
s/spellom01,Omari Spellman,80,1997-07-21
c/chandwi01,Wilson Chandler,80,1987-05-10
d/davised01,Ed Davis,81,1989-06-05
c/crabbal01,Allen Crabbe,77,1992-04-09
w/winslju01,Justise Winslow,78,1996-03-26
r/robingl02,Glenn Robinson III,78,1994-01-08
k/knoxke01,Kevin Knox,79,1999-08-11
h/hernaju01,Juan Hernangómez,81,1995-09-28
m/mudiaem01,Emmanuel Mudiay,75,1996-03-05
t/trieral01,Allonzo Trier,76,1996-01-17
l/looneke01,Kevon Looney,81,1996-02-06
b/bryanth01,Thomas Bryant,82,1997-07-31
d/dedmode01,Dewayne Dedmon,84,1989-08-12
v/vanvlfr01,Fred VanVleet,73,1994-02-25
c/collijo01,John Collins,81,1997-09-23
i/iguodan01,Andre Iguodala,78,1984-01-28
c/cookqu01,Quinn Cook,74,1993-03-23
s/sextoco01,Collin Sexton,73,1999-01-04
e/ellinwa01,Wayne Ellington,76,1987-11-29
s/sabondo01,Domantas Sabonis,83,1996-05-03
h/huertke01,Kevin Huerter,79,1998-08-27
j/johnsja01,James Johnson,79,1987-02-20
h/harklma01,Maurice Harkless,79,1993-05-11
s/smartma01,Marcus Smart,75,1994-03-06
e/evansty01,Tyreke Evans,78,1989-09-19
b/bridgmi01,Mikal Bridges,78,1996-08-30
g/gilgesh01,Shai Gilgeous-Alexander,77,1998-07-12
s/simmojo02,Jonathon Simmons,78,1989-09-14
h/hezonma01,Mario Hezonja,80,1995-02-25
j/jerebjo01,Jonas Jerebko,82,1987-03-02
j/jacksjo02,Josh Jackson,80,1997-02-10
h/hernawi01,Willy Hernangómez,83,1994-05-27
k/kiddgmi01,Michael Kidd-Gilchrist,78,1993-09-26
m/morrima03,Marcus Morris,80,1989-09-02
h/holmeri01,Richaun Holmes,82,1993-10-15
j/johnsam01,Amir Johnson,81,1987-05-01
t/theisda01,Daniel Theis,80,1992-04-04
m/markkla01,Lauri Markkanen,84,1997-05-22
b/brunsja01,Jalen Brunson,73,1996-08-31
p/plumlma01,Mason Plumlee,83,1990-03-05
k/kurucro01,Rodions Kurucs,81,1998-02-05
d/dunnkr01,Kris Dunn,75,1994-03-18
m/meltode01,De'Anthony Melton,74,1998-05-28
z/zizican01,Ante Žižić,82,1997-01-04
c/chandty01,Tyson Chandler,84,1982-10-02
h/hartjo01,Josh Hart,77,1995-03-06
b/bambamo01,Mohamed Bamba,84,1998-05-12
m/monrogr01,Greg Monroe,83,1990-06-04
g/gordoer01,Eric Gordon,75,1988-12-25
k/koufoko01,Kosta Koufos,84,1989-02-24
z/zubaciv01,Ivica Zubac,84,1997-03-18
f/fraziti01,Tim Frazier,72,1990-11-01
m/muscami01,Mike Muscala,82,1991-07-01
k/kornelu01,Luke Kornet,86,1995-07-15
d/dinwisp01,Spencer Dinwiddie,77,1993-04-06
j/jonesty01,Tyus Jones,72,1996-05-10
h/houseda01,Danuel House,78,1993-06-07
h/hamilda02,Daniel Hamilton,79,1995-08-08
s/satorto01,Tomáš Satoranský,79,1991-10-30
r/roziete01,Terry Rozier,73,1994-03-17
b/biyombi01,Bismack Biyombo,80,1992-08-28
b/burksal01,Alec Burks,78,1991-07-20
h/hutchch01,Chandler Hutchison,79,1996-04-26
r/riverau01,Austin Rivers,75,1992-08-01
b/beaslma01,Malik Beasley,76,1996-11-26
g/gasolpa01,Pau Gasol,85,1980-07-06
h/hilarne01,Nenê,83,1982-09-13
c/carteje01,Jevon Carter,73,1995-09-14
c/clarkga01,Gary Clark,78,1994-11-16
p/portibo01,Bobby Portis,82,1995-02-10
p/pachuza01,Zaza Pachulia,83,1984-02-10
b/bembrde01,DeAndre' Bembry,77,1994-07-04
g/greenja01,JaMychal Green,80,1990-06-21
l/lopezro01,Robin Lopez,84,1988-04-01
b/bendedr01,Dragan Bender,84,1997-11-17
h/harremo01,Montrezl Harrell,79,1994-01-26
g/grahatr01,Treveon Graham,77,1993-10-28
b/breweco01,Corey Brewer,81,1986-03-05
c/couside01,DeMarcus Cousins,83,1990-08-13
f/ferreyo01,Yogi Ferrell,72,1993-05-09
b/baglema01,Marvin Bagley III,83,1999-03-14
f/farieke01,Kenneth Faried,80,1989-11-19
b/bayleje01,Jerryd Bayless,75,1988-08-20
b/beaslmi01,Michael Beasley,81,1989-01-09
s/sumneed01,Edmond Sumner,76,1995-12-31
m/milleda01,Darius Miller,78,1990-03-21
l/leoname01,Meyers Leonard,84,1992-02-27
m/mejrisa01,Salah Mejri,86,1986-06-15
d/dotsoda01,Damyean Dotson,77,1994-05-06
k/klebima01,Maxi Kleber,82,1992-01-29
w/willike04,Kenrich Williams,78,1994-12-02
n/nwabada01,David Nwaba,77,1993-01-14
r/rabbiv01,Ivan Rabb,82,1997-02-04
s/snellto01,Tony Snell,78,1991-11-10
w/waitedi01,Dion Waiters,75,1991-12-10
g/gallola01,Langston Galloway,73,1991-12-09
p/powelno01,Norman Powell,75,1993-05-25
s/shamela01,Landry Shamet,76,1997-03-13
p/pattepa01,Patrick Patterson,80,1989-03-14
o/olynyke01,Kelly Olynyk,83,1991-04-19
o/oquinky01,Kyle O'Quinn,82,1990-03-26
j/johnsty01,Tyler Johnson,75,1992-05-07
a/adamsja01,Jaylen Adams,74,1996-05-04
k/knighbr03,Brandon Knight,74,1991-12-02
r/robindu01,Duncan Robinson,79,1994-04-22
o/oubreke01,Kelly Oubre Jr.,79,1995-12-09
b/boldejo01,Jonah Bolden,80,1996-01-02
p/poweldw01,Dwight Powell,82,1991-07-20
n/nowitdi01,Dirk Nowitzki,84,1978-06-19
c/chrisma01,Marquese Chriss,81,1997-07-02
c/cabocbr01,Bruno Caboclo,81,1995-09-21
w/wrighde01,Delon Wright,77,1992-04-26
n/noahjo01,Joakim Noah,83,1985-02-25
j/jacksfr01,Frank Jackson,75,1998-05-04
b/bateske01,Keita Bates-Diop,80,1996-01-23
l/linje01,Jeremy Lin,75,1988-08-23
b/bridgmi02,Miles Bridges,78,1998-03-21
j/jonesde02,Derrick Jones Jr.,78,1997-02-15
m/makerth01,Thon Maker,84,1997-02-25
b/bogutan01,Andrew Bogut,84,1984-11-28
h/harrish01,Shaquille Harrison,79,1993-10-06
d/dorsety01,Tyler Dorsey,77,1996-02-18
w/williro04,Robert Williams,80,1997-10-17
b/blakean01,Antonio Blakeney,76,1996-10-04
j/josepco01,Cory Joseph,75,1991-08-20
b/bacondw01,Dwayne Bacon,78,1995-08-30
b/brownst02,Sterling Brown,77,1995-02-10
d/diallch01,Cheick Diallo,80,1996-09-13
s/seldewa01,Wayne Selden,77,1994-09-30
c/carrode01,DeMarre Carroll,78,1986-07-27
l/leeco01,Courtney Lee,77,1985-10-03
s/stephla01,Lance Stephenson,78,1990-09-05
l/luwawti01,Timothé Luwawu-Cabarrot,79,1995-05-09
a/anderju01,Justin Anderson,78,1993-11-19
s/spaldra01,Ray Spalding,82,1997-03-11
w/wagnemo01,Moritz Wagner,83,1997-04-26
s/sefolth01,Thabo Sefolosha,78,1984-05-02
z/zellety01,Tyler Zeller,84,1990-01-17
w/wadedw01,Dwyane Wade,76,1982-01-17
d/dienggo01,Gorgui Dieng,82,1990-01-18
m/mckinal01,Alfonzo McKinnie,79,1992-09-17
w/woodch01,Christian Wood,82,1995-09-27
c/clarkia01,Ian Clark,75,1991-03-07
h/hasleud01,Udonis Haslem,80,1980-06-09
b/birchkh01,Khem Birch,81,1992-09-28
w/wilsodj01,D.J. Wilson,82,1996-02-19
m/mccontj01,T.J. McConnell,73,1992-03-25
u/udohek01,Ekpe Udoh,82,1987-05-20
a/allengr01,Grayson Allen,76,1995-10-08
l/labissk01,Skal Labissière,82,1996-03-18
l/livinsh01,Shaun Livingston,79,1985-09-11
p/parketo01,Tony Parker,74,1982-05-17
t/thomais02,Isaiah Thomas,69,1989-02-07
a/asikom01,Ömer Aşık,84,1986-07-04
p/plumlmi01,Miles Plumlee,83,1988-09-01
h/hibbero01,Roy Hibbert,86,1986-12-11
r/roberan03,Andre Roberson,79,1991-12-04
h/hendege02,Gerald Henderson,77,1987-12-09
l/lawsoty01,Ty Lawson,71,1987-11-03
m/mozgoti01,Timofey Mozgov,85,1986-07-16
a/afflaar01,Arron Afflalo,77,1985-10-15
b/booketr01,Trevor Booker,80,1987-11-25
w/willide01,Deron Williams,75,1984-06-26
p/porzikr01,Kristaps Porziņģis,87,1995-08-02
h/hamilju01,Justin Hamilton,84,1990-04-01
j/johnsjo02,Joe Johnson,79,1981-06-29
y/youngni01,Nick Young,79,1985-06-01
r/rodrise01,Sergio Rodríguez,75,1986-06-12
a/anthoca01,Carmelo Anthony,80,1984-05-29
b/baldwwa01,Wade Baldwin,76,1996-03-29
w/willitr02,Troy Williams,79,1994-12-30
s/smithis01,Ish Smith,72,1988-07-05
s/smithjr01,J.R. Smith,78,1985-09-09
d/dellama01,Matthew Dellavedova,75,1990-09-08
k/korveky01,Kyle Korver,79,1981-03-17
a/allento01,Tony Allen,76,1982-01-11
b/bareajo01,J.J. Barea,70,1984-06-26
b/babbilu01,Luke Babbitt,81,1989-06-20
m/macksh01,Shelvin Mack,75,1990-04-22
e/ellismo01,Monta Ellis,75,1985-10-26
m/milescj01,C.J. Miles,78,1987-03-18
m/mcclesh01,Sheldon Mac,77,1992-12-21
h/hensojo01,John Henson,81,1990-12-28
k/kilpase01,Sean Kilpatrick,76,1990-01-06
d/dunlemi02,Mike Dunleavy,81,1980-09-15
w/willide02,Derrick Williams,80,1991-05-25
j/joneste01,Terrence Jones,81,1992-01-09
n/nichoan01,Andrew Nicholson,81,1989-12-08
c/curryse01,Seth Curry,74,1990-08-23
c/caldejo01,José Calderón,75,1981-09-28
d/denglu01,Luol Deng,81,1985-04-16
j/jeffeal01,Al Jefferson,82,1985-01-04
w/whiteis01,Isaiah Whitehead,76,1995-03-08
d/diawbo01,Boris Diaw,80,1982-04-16
c/clarkjo01,Jordan Clarkson,76,1992-06-07
h/harrian01,Andrew Harrison,78,1994-10-28
l/laproni01,Nicolás Laprovíttola,76,1990-01-31
m/mcrobjo01,Josh McRoberts,82,1987-02-28
f/feltora01,Raymond Felton,73,1984-06-26
b/bennean01,Anthony Bennett,80,1993-03-14
k/kaminfr01,Frank Kaminsky,84,1993-04-04
s/stausni01,Nik Stauskas,78,1993-10-07
a/arthuda01,Darrell Arthur,81,1988-03-25
t/turneev01,Evan Turner,78,1988-10-27
a/ajincal01,Alexis Ajinça,86,1988-05-06
m/mclembe01,Ben McLemore,75,1993-02-11
v/varejan01,Anderson Varejão,82,1982-09-28
l/leeda02,David Lee,81,1983-04-29
e/exumda01,Dante Exum,77,1995-07-13
s/scolalu01,Luis Scola,81,1980-04-30
m/meeksjo01,Jodie Meeks,76,1987-08-21
l/liggide01,DeAndre Liggins,78,1988-03-31
l/leuerjo01,Jon Leuer,82,1989-05-14
h/humphkr01,Kris Humphries,81,1985-02-06
m/murrade01,Dejounte Murray,76,1996-09-19
m/mbahalu01,Luc Mbah a Moute,80,1986-09-09
p/piercpa01,Paul Pierce,79,1977-10-13
m/morroan01,Anthony Morrow,77,1985-09-27
v/vujacsa01,Sasha Vujačić,79,1984-03-08
j/jennibr01,Brandon Jennings,73,1989-09-23
r/reedwi02,Willie Reed,82,1990-05-16
m/mcraejo01,Jordan McRae,77,1991-03-28
z/zipsepa01,Paul Zipser,80,1994-02-18
b/bakerro01,Ron Baker,76,1993-03-30
k/kuzmimi01,Mindaugas Kuzminskas,81,1989-10-19
s/speigma01,Marreese Speights,82,1987-08-04
f/foyera01,Randy Foye,76,1983-09-24
s/sullija01,Jared Sullinger,81,1992-03-04
l/lylestr01,Trey Lyles,81,1995-11-05
b/blackta01,Tarik Black,81,1991-11-22
n/nelsoja01,Jameer Nelson,72,1982-02-09
h/hawessp01,Spencer Hawes,85,1988-04-28
r/randoza01,Zach Randolph,81,1981-07-16
w/watsocj01,C.J. Watson,74,1984-04-17
a/allenla01,Lavoy Allen,81,1989-02-04
s/serapke01,Kevin Séraphin,81,1989-12-07
r/rushbr01,Brandon Rush,78,1985-07-07
r/rosste01,Terrence Ross,78,1991-02-05
a/abrinal01,Álex Abrines,78,1993-08-01
g/grantje02,Jerian Grant,76,1992-10-09
j/jefferi01,Richard Jefferson,79,1980-06-21
t/thompho01,Hollis Thompson,80,1991-04-03
j/jonesja02,James Jones,80,1980-10-04
w/wrighbr03,Brandan Wright,82,1987-10-05
t/tollian01,Anthony Tolliver,80,1985-06-01
m/mccawpa01,Patrick McCaw,79,1995-10-25
a/acyqu01,Quincy Acy,79,1990-10-06
w/witheje01,Jeff Withey,84,1990-03-07
m/millspa02,Patty Mills,73,1988-08-11
l/lauvejo01,Joffrey Lauvergne,83,1991-09-30
u/ulisty01,Tyler Ulis,70,1996-01-05
b/brussni01,Nicolás Brussino,79,1993-03-02
m/mcadoja01,James Michael McAdoo,81,1993-01-04
p/plumlma02,Marshall Plumlee,84,1992-07-14
n/ndourma01,Maurice Ndour,81,1992-06-18
e/ellenhe01,Henry Ellenson,82,1997-01-13
n/napiesh01,Shabazz Napier,72,1991-07-14
o/onuakch01,Chinanu Onuaku,82,1996-11-01
a/artesro01,Metta World Peace,78,1979-11-13
s/singlky01,Kyle Singler,80,1988-05-04
e/ennisty01,Tyler Ennis,75,1994-08-24
g/ginobma01,Manu Ginóbili,78,1977-07-28
w/washipj01,PJ Washington,79,1998-08-23
h/herroty01,Tyler Herro,77,2000-01-20
h/hachiru01,Rui Hachimura,80,1998-02-08
h/huntede01,De'Andre Hunter,79,1997-12-02
b/brookdi01,Dillon Brooks,79,1996-01-22
m/moranja01,Ja Morant,75,1999-08-10
n/nunnke01,Kendrick Nunn,74,1995-08-03
b/bongais01,Isaac Bonga,80,1999-11-08
p/pascher01,Eric Paschall,78,1996-11-04
r/reddica01,Cam Reddish,80,1999-09-01
m/mellini01,Nicolò Melli,81,1991-01-26
b/bitadgo01,Goga Bitadze,83,1999-07-20
b/bowmaky01,Ky Bowman,73,1997-06-16
p/poolejo01,Jordan Poole,76,1999-06-19
c/culveja01,Jarrett Culver,78,1999-02-20
s/sampsja02,JaKarr Sampson,79,1993-03-20
g/garlada01,Darius Garland,73,2000-01-26
l/littlna01,Nassir Little,77,2000-02-11
b/boshch01,Chris Bosh,83,1984-03-24
l/larkish01,Shane Larkin,71,1992-10-02
d/duncati01,Tim Duncan,83,1976-04-25
w/willima01,Mo Williams,73,1982-12-19
n/netora01,Raul Neto,73,1992-05-19
p/princta01,Tayshaun Prince,81,1980-02-28
e/ezelife01,Festus Ezeli,83,1989-10-21
b/bryanko01,Kobe Bryant,78,1978-08-23
p/perkike01,Kendrick Perkins,82,1984-11-10
h/hairspj02,P.J. Hairston,78,1992-12-24
h/hicksjj01,J.J. Hickson,81,1988-09-04
h/hilljo01,Jordan Hill,82,1987-07-27
j/jackja01,Jarrett Jack,75,1983-10-28
t/thornma01,Marcus Thornton,76,1987-06-05
a/anderja01,James Anderson,78,1989-03-25
c/cunnija01,Jared Cunningham,76,1991-05-22
g/garneke01,Kevin Garnett,83,1976-05-19
m/mcderdo01,Doug McDermott,79,1992-01-03
k/kamanch01,Chris Kaman,84,1982-04-28
c/crawfja01,Jamal Crawford,77,1980-03-20
v/villach01,Charlie Villanueva,83,1984-08-24
w/westda01,David West,81,1980-08-29
g/greenge01,Gerald Green,78,1986-01-26
b/barnema02,Matt Barnes,79,1980-03-09
g/geeal01,Alonzo Gee,78,1987-05-29
m/mayooj01,O.J. Mayo,77,1987-11-05
m/martike02,Kevin Martin,79,1983-02-01
h/holliry01,Ryan Hollins,84,1984-10-10
c/casspom01,Omri Casspi,81,1988-06-22
m/marshke01,Kendall Marshall,76,1991-08-19
w/willilo02,Lou Williams,73,1986-10-27
p/papanko01,Kostas Papanikolaou,80,1990-07-31
b/brownan02,Anthony Brown,79,1992-10-10
a/anderch01,Chris Andersen,82,1978-07-07
p/pricero01,Ronnie Price,74,1983-06-21
s/sloando01,Donald Sloan,75,1988-01-15
a/aldrico01,Cole Aldrich,83,1988-10-31
l/landrca01,Carl Landry,81,1983-09-19
u/udrihbe01,Beno Udrih,75,1982-07-05
c/coleno01,Norris Cole,74,1988-10-13
g/goodwar01,Archie Goodwin,77,1994-08-17
s/stoudam01,Amar'e Stoudemire,82,1982-11-16
c/collini01,Nick Collison,82,1980-10-26
d/dejeabr01,Bryce Dejean-Jones,78,1992-08-21
t/teletmi01,Mirza Teletović,81,1985-09-18
b/belinma01,Marco Belinelli,77,1986-03-25
s/smithjo03,Josh Smith,81,1985-12-05
s/sacrero01,Robert Sacre,84,1989-06-06
m/mccalra01,Ray McCallum,75,1991-06-12
w/weberbr01,Briante Weber,74,1992-12-29
d/douglto01,Toney Douglas,74,1986-03-16
b/brownma02,Markel Brown,75,1992-01-29
m/motiedo01,Donatas Motiejūnas,84,1990-09-20
f/feliccr01,Cristiano Felício,82,1992-07-07
j/jenkijo01,John Jenkins,76,1991-03-06
r/robinth01,Thomas Robinson,82,1991-03-17
s/simshe01,Henry Sims,82,1990-03-27
h/hamiljo02,Jordan Hamilton,79,1990-10-06
v/vaughra01,Rashad Vaughn,78,1996-08-16
f/farmajo01,Jordan Farmar,74,1986-11-30
b/brandel01,Elton Brand,80,1979-03-11
o/obryajo01,Johnny O'Bryant,81,1993-06-01
m/mcculch01,Chris McCullough,83,1995-02-05
m/millean02,Andre Miller,75,1976-03-19
p/prigipa01,Pablo Prigioni,75,1977-05-17
t/thompja02,Jason Thompson,83,1986-07-21
n/noguelu01,Lucas Nogueira,84,1992-07-26
m/mickejo01,Jordan Mickey,80,1994-07-09
s/sessira01,Ramon Sessions,75,1986-04-11
m/muhamsh01,Shabazz Muhammad,78,1992-11-13
m/martija01,Jarell Martin,82,1994-05-24
b/bogdabo01,Bogdan Bogdanović,78,1992-08-18
j/jamesmi02,Mike James,73,1990-08-18
w/whiteok01,Okaro White,80,1992-08-13
j/johnsda04,Dakari Johnson,84,1995-09-22
t/thornsi01,Sindarius Thornwell,77,1994-11-15
